YEAR,COUNTY,PROJ_TYPE,FILING_DATE,CASE_NO,LESSEE,PROPERTY_ADDRESS,CITY,PARCEL_ID,PROP_TYPE,PROP_CODE,CONTACT,CONTACT_TITLE,EMAIL,EST_VALUE,RENT,PILOT_CITY,PILOT_COUNTY,LH_TAX,LEASE_BEGIN,LEASE_END,REPORTING_FLAG,SOURCE_NOTE
2017,,IDB,09/27/2017,IDB000000001469,"ROADTEC, INC.",800 MANUFACTURERS ROAD,Chattanooga,031918,,ID01,HEINEMANN GARY,CORPORATE TAX DIRECTOR,GHEINEMANN@ASTECINDUSTRIES.COM,944301.0,0.0,4498.0,5386.0,,01/01/2007,12/31/2017,,
2017,,HED,09/20/2017,IDB000000001476,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,1022310,,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,2366902.0,0.0,0.0,0.0,,01/01/2003,01/01/2052,,
2017,,HED,09/20/2017,IDB000000001475,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,139 00302,,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,16435172.0,0.0,0.0,0.0,,01/01/2003,01/01/2052,,
2017,,IDB,09/13/2017,IDB000000002829,VAN DE WIELE INC,6093 RELOCATION WAY,Ooltewah,13200213,,ID01,BOB HARDING,PRESIDENT,BOB.HARDING@VANDEWIELE.COM,1500000.0,0.0,0.0,33.0,,01/01/2016,01/01/2020,,
2017,,IDB,09/27/2017,IDB000000001859,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,130 00118 024,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,497920556.0,0.0,0.0,2104707.0,,01/01/2010,01/01/2040,,
2017,,IDB,09/27/2017,IDB000000001857,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,13000132L000,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,17987400.0,0.0,0.0,0.0,198955.0,01/01/2010,01/01/2040,,
2017,,IDB,09/27/2017,IDB000000001860,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,1041844,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,3288967.0,0.0,0.0,0.0,32729.0,01/01/2010,01/01/2040,,
2017,,IDB,09/27/2017,IDB000000001858,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,1038312,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,580775612.0,0.0,0.0,997544.0,,01/01/2010,01/01/2040,,
2017,,IDB,09/22/2017,IDB000000002224,"WESTINGHOUSE ELECTRIC CO, LLC",401 RIVER TERMINAL ROAD,Chattanooga,1040363,,ID01,"STILES, CHRIS",SR. FINANCIAL ANALYST,STILESCG@WESTINGHOUSE.COM,10401456.0,0.0,92163.0,124018.0,,01/01/2010,12/31/2020,,
2017,,IDB,09/20/2017,IDB000000001481,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,1041698,,ID01,S. ANGELA WILSON,TAX COMPLIANCE MANAGER,ANGELA.WILSON@WRIGLEY.COM,2592043.0,0.0,0.0,33.0,,12/31/2010,01/01/2023,,
2017,,IDB,09/20/2017,IDB910,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,138I A 00201,,ID01,S. ANGELA WILSON,TAX COMPLIANCE MANAGER,ANGELA.WILSON@WRIGLEY.COM,4634800.0,0.0,0.0,33.0,0.0,11/01/2006,01/01/2018,,
2017,,IDB,09/20/2017,IDB000000001480,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,1034786,,ID01,S. ANGELA WILSON,TAX COMPLIANCE MANAGER,ANGELA.WILSON@WRIGLEY.COM,4921857.0,0.0,0.0,33.0,,11/01/2006,01/01/2018,,
2018,Hamilton,IDB,9/26/2018,IDB000000002918,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,040158,,ID01,ERIN O'NEAL,PROPERTY TAX COMPLIANCE MANAGER,PROPERTYTAX@AMAZON.COM,17546928.0,,70000.0,,,01/01/2012,01/01/2023,,
2018,,IDB,9/26/2018,IDB000000002756,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,139074,,ID01,ERIN O'NEAL,PROPERTY TAX COMPLIANCE MANAGER,PROPERTYTAX@AMAZON.COM,65320900.0,,359000.0,,,01/01/2012,01/01/2023,,
2018,,IDB,9/17/2018,IDB000000001456,BLUECROSS BLUESHIELD OF TENNESSEE,1 CAMERON HILL CIRCLE,Chattanooga,135N B 00502,,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,841088.0,43225.0,4726.0,4717.0,,03/01/2008,03/01/2028,,
2018,,IDB,9/17/2018,IDB000000001455,BLUECROSS BLUESHIELD OF TENNESSEE,1 CAMERON HILL CIRCLE,Chattanooga,135N B 00501,,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,98590867.0,5066782.0,515220.0,514327.0,,03/01/2008,03/01/2028,,
2018,,IDB,9/17/2018,IDB889,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00500,,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,88068045.0,4525993.0,460374.0,459576.0,,03/01/2008,03/01/2028,,
2018,,IDB,9/27/2018,IDB000000002206,COCACOLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,1380 B 00103,,ID01,MATTHEW BALANCE,TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,44236700.0,,99556.0,121680.0,,04/23/2014,01/01/2027,,
2018,,IDB,9/27/2018,IDB000000003111,COCACOLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,47001,,ID01,MATTHEW BALANCE,TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,13500967.0,,22842.0,27919.0,,04/23/2014,01/01/2027,,
2018,,IDB,9/26/2018,IDB000000002870,"GESTAMP CHATTANOOGA II, LLC",7529 FERDINAND PIECH WAY,Chattanooga,048704P,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,28967873.0,,49470.0,141568.0,,12/12/2015,01/01/2027,,
2018,,IDB,9/26/2018,IDB000000002722,"GESTAMP CHATTANOOGA II, LLC",7529 FERDINAND PIECH WAY,Chattanooga,13000134,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,39049500.0,,88915.0,254450.0,,12/12/2015,01/01/2027,,
2018,,IDB,9/26/2018,IDB000000002868,"GESTAMP CHATTANOOGA, LLC",4120 JERSEY PIKE,Chattanooga,138I A 003,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,12814980.0,,29180.0,83504.0,,12/04/2015,01/01/2027,,
2018,,IDB,9/26/2018,IDB000000002865,"GESTAMP CHATTANOOGA, LLC",3063 HICKORY VALLEY ROAD,Chattanooga,038692P,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,10425600.0,,46006.0,55870.0,,02/11/2010,01/01/2025,,
2018,,IDB,9/26/2018,IDB000000002867,"GESTAMP CHATTANOOGA, LLC",3093 HICKORY VALLEY RD,Chattanooga,049271P,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,28847140.0,,49264.0,140978.0,,11/04/2015,01/01/2027,,
2018,,IDB,9/26/2018,IDB000000002866,"GESTAMP CHATTANOOGA, LLC",3093 HICKORY VALLEY RD,Chattanooga,13000126,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,12260300.0,,27917.0,79889.0,,11/04/2015,01/01/2027,,
2018,,IDB,9/26/2018,IDB000000002869,"GESTAMP CHATTANOOGA, LLC",4120 JERSEY PIKE,Chattanooga,048703P,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,19881397.0,,33952.0,97162.0,,12/04/2015,01/01/2027,,
2018,,IDB,9/26/2018,IDB000000002665,"GESTAMP CHATTANOOGA, LLC",3063 HICKORY VALLEY ROAD,Chattanooga,130 00125,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,50272600.0,,295792.0,359212.0,,02/11/2010,01/01/2025,,
2018,,HED,9/25/2018,IDB000000003006,HERITAGEMACLELLAN APARTMENTS,721 BROAD ST,Chattanooga,145CBA005L000,,HE05,BRITTANY HARDY,PROPERTY OPERATIONS MANAGER,BHARDY@HLDLLC.COM,1041800.0,,806.0,13025.0,,04/06/2016,04/06/2032,,
2018,,IDB,11/1/2018,IDB000000003265,HOMESERVE USA CORP,7134 LEE HIGHWAY,Chattanooga,139 P C 007,,ID06,JENNIFER D'ARIANO,ASSISTANT CONTROLLER,JENNIFER.DARIANO@HOMESERVEUSA.COM,4000000.0,,,,,12/21/2017,12/21/2023,,
2018,,IDB,11/1/2018,IDB000000003265,HOMESERVE USA CORP,7134 LEE HIGHWAY,Chattanooga,139 P C 007 P,,ID06,JENNIFER D'ARIANO,ASSISTANT CONTROLLER,JENNIFER.DARIANO@HOMESERVEUSA.COM,1700000.0,,,,,12/21/2017,12/21/2023,,
2018,,IDB,9/27/2018,IDB000000001466,MCKEE FOODS CORPORATION,10638 APISON PIKE,Collegedale,1034595,,ID01,CAGLE LEISA,VICE PRESIDENT & CONTROLLER,LORI.PERKINS@MCKEE.COM,11553453.0,,21825.0,47921.0,,08/05/2008,01/01/2020,,
2018,,IDB,9/27/2018,IDB000000001467,MCKEE FOODS CORPORATION,10617 APISON PIKE,Collegedale,151 03600,,ID01,CAGLE LEISA,VICE PRESIDENT & CONTROLLER,LORI.PERKINS@MCKEE.COM,9902500.0,,24942.0,54764.0,,08/05/2008,01/01/2020,,
2018,,IDB,9/27/2018,IDB000000003211,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE & 10638 APISON PIKE,Collegedale,10052016,,ID01,CAGLE LEISA,VICE PRESIDENT & CONTROLLER,LORI.PERKINS@MCKEE.COM,25534186.0,,14470.0,122317.0,,01/01/2018,12/31/2027,,
2018,,IDB,9/27/2018,IDB000000003212,MCKEEFOODS CORPORATION,10260MCKEEDRIVE,Collegedale,141033L000,,ID01,CAGLE LEISA,VICE PRESIDENT &CONTROLLER,LORI.PERKINS@MCKEE.COM,13660700.0,,10322.0,87252.0,,01/01/2018,12/31/2027,,
2018,,HED,9/29/2018,IDB899,"MK, LLC",1421 MARKET STREET,Chattanooga,145L B 00600,,HE02,MORGAN G. ADAMS,"CHIEF MANAGER, ADAMS LLC",ADAMS@TRUCKWRECKJUSTICE.COM,890640.0,,4698.0,,,10/01/2005,12/31/2020,,
2018,,IDB,9/26/2018,IDB000000002218,PLASTIC OMNIUM AUTO EXTERIORS,3241 HICKORY VALLEY ROAD,Chattanooga,130 00133,,ID01,GEOFFREY GONNOT,CHATTANOOGA PLANT CONTROLLER,GEOFFREY.GONNOT@PLASTICOMNIUM.COM,19088600.0,,43465.0,28917.0,,08/20/2014,01/01/2026,,
2018,,IDB,9/26/2018,IDB000000002900,PLASTIC OMNIUM AUTO EXTERIORS,3241 HICKORY VALLEY ROAD,Chattanooga,046992,,ID01,GEOFFREY GONNOT,CHATTANOOGA PLANT CONTROLLER,GEOFFREY.GONNOT@PLASTICOMNIUM.COM MWATSON2@UNUM.COM,29917434.0,,55126.0,36676.0,,08/20/2014,01/01/2026,,
2018,,IDB,9/28/2018,IDB000000002092,PROVIDENT LIFE & ACCIDENT INSURANCE COMPANY,437 WALNUT STREET,Chattanooga,135M E 00100,,ID03,WATSON MARGIE,"FINANCIAL MANAGER, C&W",,8368120.0,,57162.0,69418.0,,03/01/2011,03/01/2026,,
2018,,HED,9/20/2018,IDB000000001476,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,1022310,,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,2366902.0,,,,,01/01/2003,01/01/2052,,
2018,,HED,9/20/2018,IDB000000001475,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,139 00302,,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,16435172.0,,,,,01/01/2003,01/01/2052,,
2018,,HED,10/24/2018,IDB000000002204,THE BREAD FACTORY LLC,1615 COWART ST,Chattanooga,145 K K 014,,HE05,ANDREW RATCHFORD,ASSET MANAGER,ANDREW.RATCHFORD@GRAYCLIFFCAPITAL.COM,2700000.0,254329.0,16196.0,19970.0,,04/17/2002,10/01/2018,,
2018,,HED,9/20/2018,IDB000000003143,TSO CHATTANOOGA DEVELOPMENT LP,728 MARKET STREET,Chattanooga,145 DA D 010 S000,,HE06,GAIL BATTLE,SR. VICE PRESIDENT,GAIL@SIMPSONORG.COM,27734600.0,,,,,10/20/2015,10/20/2031,,
2018,,IDB,9/26/2018,IDB000000002829,VAN DE WIELE INC,6093 RELOCATION WAY,Ooltewah,13200213,,ID01,BOB HARDING,PRESIDENT,BOB.HARDING@VANDEWIELE.COM,1500000.0,,33.0,33.0,,01/01/2016,01/01/2020,,
2018,,IDB,9/26/2018,IDB000000001859,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,130 00118 024,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,400564540.0,,,3276511.0,,01/01/2010,01/01/2040,,
2018,,IDB,9/26/2018,IDB000000001857,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,13000132L000,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,3697903.0,,,,27284.0,01/01/2010,01/01/2040,,
2018,,IDB,9/26/2018,IDB000000001860,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,1041844,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,17987400.0,,,,198955.0,01/01/2010,01/01/2040,,
2018,,IDB,9/26/2018,IDB000000001858,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,1038312,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,67439677.0,,,1319688.0,,01/01/2010,01/01/2040,,
2018,,HED,10/24/2018,IDB000000003259,WALNUT COMMONS LLC,212 WALNUT ST,Chattanooga,135 M B 008 2001,,HE05,ANDREW RATCHFORD,ASSET MANAGER,ANDREW.RATCHFORD@GRAYCLIFFCAPITAL.COM,9890200.0,1252949.0,2289.0,2741.0,,12/01/2010,12/01/2025,,
2018,Hamilton,IDB,9/28/2018,IDB000000002224,"WESTINGHOUSE ELECTRIC CO, LLC",401 RIVER TERMINAL ROAD,Chattanooga,1040363,,ID01,"STILES, CHRIS","MANAGER, STATE & LOCAL",STILESCG@WESTINGHOUSE.COM,9686329.0,,87766.0,123437.0,,01/01/2010,12/31/2020,,
2018,,IDB,9/17/2018,IDB000000001481,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,40153,,ID01,S. ANGELA WILSON,TAX COMPLIANCE MANAGER,ANGELA.A.WILSON@EFFEM.COM,1630200.0,,,33.0,,12/31/2010,01/01/2023,,
2019,Hamilton,IDB,9/17/2019,IDB000000002918,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,040158,,ID01,RICH MACHT,TAX ANALYST,RWMACHT@AMAZON.COM,15636155.0,,62000.0,,,01/01/2012,01/01/2023,,
2019,,IDB,9/17/2019,IDB000000002756,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,139074,,ID01,RICH MACHT,TAX ANALYST,RWMACHT@AMAZON.COM,65320900.0,,359000.0,,,01/01/2012,01/01/2023,,
2019,,IDB,9/12/2019,IDB000000001456,BLUECROSS BLUESHIELD OF TENNESSEE,1 CAMERON HILL CIRCLE,Chattanooga,135N B 00502,,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,841088.0,43343.0,3885.0,4717.0,,02/27/2008,02/27/2028,,
2019,,IDB,9/12/2019,IDB000000001455,BLUECROSS BLUESHIELD OF TENNESSEE,1 CAMERON HILL CIRCLE,Chattanooga,135N B 00501,,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,98590867.0,5080663.0,423522.0,514327.0,,02/27/2008,02/27/2028,,
2019,,IDB,9/12/2019,IDB889,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1 CAMERON HILL CIRCLE,Chattanooga,135N B 00500,,ID04,NICKSON ODENY,FINANCIAL COORDINATOR,NICKSON_ODENY@BCBST.COM,88068045.0,4538393.0,378437.0,459576.0,,02/27/2008,02/27/2028,,
2019,,IDB,9/25/2019,IDB000000002206,COCA-COLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,1380 B 00103,,ID-01,MATTHEW BALANCE,TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,44236700.0,,99556.0,121680.0,,04/23/2014,04/23/2026,,
2019,,IDB,9/25/2019,IDB000000003111,COCA-COLA BOTTLING COMPANY UNITED INC,6060 SHALLOWFORD RD,Chattanooga,47001,,ID-01,MATTHEW BALANCE,TAX ACCOUNTANT,MATTHEWBALANCE@CCBCU.COM,10677117.0,,18018.0,22021.0,,04/23/2014,04/23/2026,,
2019,,HED,9/26/2019,IDB153280,ECG CHESTNUT LP,ECG CHESTNUT LP,Chattanooga,145KG001,,HE05,ANN MARIE WETHERINGTON,DIRECTOR OF COMPLIANCE,AWETHERINGTON@ELMINGTONPM.COM,75840.0,,,,,12/19/2017,12/31/2033,,
2019,,IDB,9/9/2019,IDB000000002870,"GESTAMP CHATTANOOGA II, LLC",7529 FERDINAND PIECH WAY,Chattanooga,048704P,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,25292147.0,,69108.0,140846.0,,12/09/2015,12/29/2026,,
2019,,IDB,9/9/2019,IDB000000002722,"GESTAMP CHATTANOOGA II, LLC",7529 FERDINAND PIECH WAY,Chattanooga,13000134,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,39049500.0,,142265.0,289944.0,,12/09/2015,12/29/2026,,
2019,,IDB,9/9/2019,IDB000000002868,"GESTAMP CHATTANOOGA, LLC",4120 JERSEY PIKE,Chattanooga,138I A 003,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,12814800.0,,46687.0,95150.0,,11/30/2015,12/28/2026,,
2019,,IDB,9/9/2019,IDB000000002865,"GESTAMP CHATTANOOGA, LLC",3063 HICKORY VALLEY ROAD,Chattanooga,038692P,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,11142933.0,,49172.0,59715.0,,02/07/2010,12/28/2024,,
2019,,IDB,9/9/2019,IDB000000002867,"GESTAMP CHATTANOOGA, LLC",3093 HICKORY VALLEY RD,Chattanooga,049271P,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,31924733.0,,87231.0,177782.0,,10/31/2015,12/28/2026,,
2019,,IDB,9/9/2019,IDB000000002866,"GESTAMP CHATTANOOGA, LLC",3093 HICKORY VALLEY RD,Chattanooga,13000126,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,11648800.0,,42439.0,86493.0,,10/31/2015,12/28/2026,,
2019,,IDB,9/9/2019,IDB000000002869,"GESTAMP CHATTANOOGA, LLC",4120 JERSEY PIKE,Chattanooga,048703P,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,28726323.0,,78492.0,159971.0,,11/30/2015,12/28/2026,,
2019,,IDB,9/9/2019,IDB000000002665,"GESTAMP CHATTANOOGA, LLC",3063 HICKORY VALLEY ROAD,Chattanooga,130 00125,,ID01,KELLEN GIBSON,ACCOUNTANT,KGIBSON@US.GESTAMP.COM,50958500.0,,299828.0,364113.0,,02/07/2010,12/28/2024,,
2019,,HED,9/17/2019,IDB000000003006,HERITAGE-MACLELLAN APARTMENTS,721 BROAD ST,Chattanooga,145CBA005L000,,HE05,BRITTANY HARDY,PROPERTY OPERATIONS MANAGER,BHARDY@HLD-LLC.COM,1041800.0,,806.0,13025.0,,04/06/2016,04/06/2032,,
2019,,IDB,9/23/2019,IDB000000003265,HOMESERVE USA CORP,7134 LEE HIGHWAY,Chattanooga,139 P C 007,,ID06,DAVID LIPSKY,TAX DIRECTOR,DAVID.LIPSKY@HOMESERVEUSA.COM,5456100.0,667000.0,,,,12/18/2017,12/18/2023,,
2019,,IDB,9/23/2019,IDB000000003265,HOMESERVE USA CORP,7134 LEE HIGHWAY,Chattanooga,139 P C 007 P,,ID06,DAVID LIPSKY,TAX DIRECTOR,DAVID.LIPSKY@HOMESERVEUSA.COM,2448246.0,667000.0,,,,12/21/2017,12/21/2023,,
2019,,IDB,9/30/2019,IDB000000001466,MCKEE FOODS CORPORATION,10638 APISON PIKE,Collegedale,1034595,,ID01,CAGLE LEISA,VICE PRESIDENT & CONTROLLER,LORI.PERKINS@MCKEE.COM,11553453.0,,28584.0,47921.0,,08/02/2008,12/29/2019,,
2019,,IDB,9/30/2019,IDB000000001467,MCKEE FOODS CORPORATION,10617 APISON PIKE,Collegedale,151 03600,,ID01,CAGLE LEISA,VICE PRESIDENT & CONTROLLER,LORI.PERKINS@MCKEE.COM,9902500.0,,32666.0,54764.0,,08/02/2008,12/29/2019,,
2019,,IDB,9/30/2019,IDB000000003211,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE & 10638 APISON PIKE,Collegedale,10052016,,ID01,CAGLE LEISA,VICE PRESIDENT & CONTROLLER,LORI.PERKINS@MCKEE.COM,47196837.0,,93416.0,323970.0,,12/29/2017,12/28/2027,,
2019,,IDB,9/30/2019,IDB000000003212,MCKEE FOODS CORPORATION,10260 MCKEE DRIVE,Collegedale,141033L000,,ID01,CAGLE LEISA,VICE PRESIDENT & CONTROLLER,LORI.PERKINS@MCKEE.COM,13660700.0,,36051.0,125027.0,,12/29/2017,12/28/2027,,
2019,,HED,9/30/2019,IDB899,"MK, LLC",1421 MARKET STREET,Chattanooga,145L B 00600,,HE03,MORGAN G. ADAMS,"CHIEF MANAGER, ADAMS LLC",ADAMS@TRUCKWRECKJUSTICE.COM,890640.0,,4698.0,,,09/27/2005,12/27/2020,,
2019,,IDB,9/30/2019,IDB000000002092,PROVIDENT LIFE & ACCIDENT INSURANCE COMPANY,437 WALNUT STREET,Chattanooga,135M E 00100,,ID03,WATSON MARGIE,"FINANCIAL MANAGER, C&W",MWATSON2@UNUM.COM,8368120.0,,57162.0,69418.0,,02/26/2011,02/26/2026,,
2019,,HED,9/20/2019,IDB000000001476,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,1022310,,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,2366902.0,,,,,01/01/2003,01/01/2052,,
2019,,HED,9/20/2019,IDB000000001475,STANDIFER PLACE PROPERTIES LLC,2626 WALKER ROAD,Chattanooga,139 00302,,HE02,JOHN MCKINNEY,ACCOUNTING MANAGER,JMCKINNEY@NHCCARE.COM,16435172.0,,,,,01/01/2003,01/01/2052,,
2019,,HED,9/11/2019,IDB000000003143,TSO CHATTANOOGA DEVELOPMENT LP,728 MARKET STREET,Chattanooga,145 DA D 010 S000,,HE06,GAIL BATTLE,SR. VICE PRESIDENT,GAIL@SIMPSONORG.COM,27734600.0,,,,,10/17/2015,12/29/2031,,
2019,,IDB,10/9/2019,IDB000000002829,VAN DE WIELE INC,6093 RELOCATION WAY,Ooltewah,13200213,,ID01,BOB HARDING,PRESIDENT,BOB.HARDING@VANDEWIELE.COM,1500000.0,,33.0,33.0,,01/01/2016,01/01/2020,,
2019,,IDB,10/29/2019,IDB000000001859,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,130 00118 024,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,535673889.0,,2941064.0,,,12/24/2009,12/23/2039,,
2019,,IDB,10/29/2019,IDB000000001858,"VOLKSWAGEN GROUP OF AMERICA, INC.",8001 VOLKSWAGEN DRIVE,Chattanooga,1038312,,ID01,HENNESSEY LORRAINE,TAX MANAGER,LORRAINE.HENNESSEY@VW.COM,676036094.0,,2783781.0,,,12/28/2009,12/27/2039,,
2019,,HED,9/27/2019,IDB000000003259,WALNUT COMMONS LLC,212 WALNUT ST,Chattanooga,135 M B 008 2001,,HE05,KATHY ORTIZ,ACCOUNTING MANAGER,KORTIZ@GRAYCLIFFCAPITAL.COM,9890200.0,1329030.0,2289.0,2741.0,,11/28/2010,11/27/2025,,
2019,,IDB,9/30/2019,IDB000000002224,"WESTINGHOUSE ELECTRIC CO, LLC",401 RIVER TERMINAL ROAD,Chattanooga,1040363,,ID01,"STILES, CHRIS","MANAGER, STATE & LOCAL",STILESCG@WESTINGHOUSE.COM,6693453.0,,32282.0,124535.0,,01/01/2010,12/31/2020,,
2019,,IDB,9/19/2019,IDB000000001481,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,40153,,ID01,MARK HEFFERAN,TAX AGENT,MARK.HEFFERAN@RYAN.COM,1561620.0,,,33.0,,11/01/2006,01/01/2023,,
2019,,IDB,9/19/2019,IDB910,"WRIGLEY MANUFACTURING COMPANY, LLC",3200 JERSEY PIKE,Chattanooga,131I A 00201,,ID01,MARK HEFFERAN,TAX AGENT,MARK.HEFFERAN@RYAN.COM,1853920.0,,,33.0,,11/01/2006,01/01/2023,,
2019,,IDB,10/1/2019,IDB000000003316,YANFENG US AUTOMOTIVE INTERIOR SYSTEMS,7463 BONNYSHIRE DR,Chattanooga,50278,,ID01,TODD BARRON,AGENT,TBARRON@BARRONTAX.COM,12353875.0,,,,,05/15/2016,12/31/2030,,
2019,,IDB,10/1/2019,IDB000000003317,YANFENG US AUTOMOTIVE INTERIOR SYSTEMS,7463 BONNYSHIRE DR,Chattanooga,129M D 011,,ID01,TODD BARRON,AGENT,TBARRON@BARRONTAX.COM,9000000.0,,,,,05/15/2016,12/31/2030,,
2020,Hamilton,IDB,9/16/2020,IDB000000002918,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,040158,Personal,ID01,RICH MACHT,TAX ANALYST,RWMACHT@AMAZON.COM,14784358.0,,59000.0,,,12/31/2011,12/31/2022,,
2020,,IDB,9/16/2020,IDB000000002756,AMAZON.COM.DEDC LLC,7200 VOLKSWAGEN DR,Chattanooga,139074,Real,ID01,RICH MACHT,TAX ANALYST,RWMACHT@AMAZON.COM,65320900.0,,359000.0,,,12/31/2011,12/31/2022,,
