"Owner","Property Address","Control Map","Group","Parcel","Special Interest","Parcel ID","Subdivision","Lot","Class","Sale Date"
"APHI LLC","SOUTHBURN DRIVE  291","145P","A","015.00","000","145P A 01500 000","COLONIAL ACRES SEC.","0294","Commercial","9/19/2022"
"APHI LLC","SANDERS FERRY ROAD  200","164I","C","026.00","115","164I C 02600C115","HICKORY BAY TOWERS C","511-511","Commercial","9/19/2022"
"APPALACHIAN PIPELINE RESOURCES LLC","LONG HOLLOW PIKE  901","126A","D","019.00","000","126A D 01900 000","","","Commercial","12/17/2019"
"APPLE MICHAEL RICKY ETUX LINDA P","LANE AVENUE  211","126C","C","025.01","000","126C C 02501 000","LANE SUB","12","Commercial","8/29/1989"
"ARBYS PROPERTIES LLC TAX DEPT C/O","WEST MAIN STREET  435","163C","F","008.02","000","163C F 00802 000","IMPERIAL SQUARE SEC 10","13","Commercial","11/13/2015"
"ARC CAFEUSA001 LLC","NASHVILLE PIKE  841","126G","C","026.00","000","126G C 02600 000","W B WIGGINS JR","3","Commercial","7/31/2013"
"ARC RENTAL MSR I LLC %GLOBAL ATL FIN CO 4 WORLD TRADE CTR","OVERLOOK DRIVE  119","144M","A","037.00","000","144M A 03700 000","HILLWOOD ESTS SEC II","42","Commercial","2/2/2018"
"ARC RENTAL MSR I LLC %GLOBAL ATL FIN CO 4 WORLD TRD CTR 51ST","RANDOLPH STREET  315","113O","K","030.00","000","113O K 03000 000","VERTRESS TERRACE","05-6","Commercial","4/25/2018"
"ARC RENTAL MSR I LLC %GLOBAL ATLANTIC FIN CO C/O","TOWNSHIP DRIVE  169","160C","C","006.00","000","160C C 00600 000","HILLWOOD SEC.4-C, PA","63","Commercial","6/12/2018"
"ARC RENTAL MSR I LLC %GLOBAL ATLANTIC FIN CO C/O","FOREST RETREAT ROAD  300","160K","H","045.00","000","160K H 04500 000","FORREST MEADOWS SEC","4","Commercial","6/12/2018"
"AREA HOLDINGS LLC","EAST MAIN STREET  660","159D","A","029.00","000","159D A 02900 000","JACKSON PROPERTY","1","Commercial","11/18/2021"
"AREUNDIEUX JPROPERTIES LLC","SUNSET DRIVE  105","112I","A","006.01","000","112I A 00601 000","SUNSET PARK","31-32","Commercial","1/11/2016"
"AREUNDIEUX PROPERTIES","SOUTH RIDGE DRIVE  1029","081","","014.18","000","081    01418 000","SOUTH TUNNEL RIDGE S","1-1","Commercial","6/3/2025"
"AREUNDIEUX PROPERTIES LLC","HANCOCK STREET  429","126P","J","013.00","000","126P J 01300 000","DEER CREEK SEC 1","3","Commercial","5/31/2023"
"AREUNDIEUX PROPERTIES LLC %BURRIS DOROTHY A & RANDALL L C/O","WALLACE ROAD  1325","081","","014.00","000","081    01400 000","","","Commercial","11/14/2018"
"ARMM ASSET COMPANY 1 LLC","ELECTRA STREET NORTH  231","113P","D","015.00","000","113P D 01500 000","MEADOWBROOK S/D ADD","0004","Commercial","12/9/2022"
"ARMM ASSET COMPANY 1 LLC","BOSTRING DRIVE  105","160D","F","003.00","000","160D F 00300 000","TOWN AND COUNTRY EST","0003","Commercial","7/22/2022"
"ARMM ASSET COMPANY 1 LLC","OAKWOOD DRIVE  107","160F","G","010.03","000","160F G 01003 000","HILLWOOD ESTS. SEC.","21","Commercial","6/23/2022"
"ARMM ASSET COMPANY 1 LLC","SOUTH VALLEY ROAD  120","160G","A","007.00","000","160G A 00700 000","TWIN VALLEY SUB. SEC","0038","Commercial","6/25/2021"
"ARMM ASSET COMPANY 2 LLC","SUMMERLIN DRIVE  145","113P","H","011.00","000","113P H 01100 000","FAIRWAYS HEIGHTS SEC","11","Commercial","9/23/2025"
"ARMM ASSET COMPANY 2 LLC","ELLINGTON DRIVE  1009","114J","H","031.00","000","114J H 03100 000","RESERVE PH3","93","Commercial","10/10/2025"
"ARMM ASSET COMPANY 2 LLC","RHODES CIRCLE  518","135H","E","024.00","000","135H E 02400 000","ACADEMY ACRES SEC 1","28","Commercial","9/15/2025"
"ARMM ASSETS 2 LLC","MONTICELLO PLACE  1032","127C","D","049.00","000","127C D 04900 000","CAIRO LANDING PH 2","11","Commercial","11/6/2024"
"ARMM ASSETS 2 LLC","OXFORD PLACE  204","135H","E","067.00","000","135H E 06700 000","ACADEMY ACRES SEC 1","63","Commercial","11/6/2024"
"ARMM ASSETS 2 LLC","ANNAPOLIS BEND CIRCLE  204","137G","B","005.00","000","137G B 00500 000","SAUNDERSVILLE STATION PH 5 SEC 3","474","Commercial","11/6/2024"
"ARMM ASSETS 2 LLC","HILLSIDE DRIVE  136","160D","A","006.02","000","160D A 00602 000","HILLWOOD ESTS.SEC.3","134","Commercial","11/6/2024"
"ARMM ASSETS 2 LLC","EVERGREEN CIRCLE  233","160F","J","010.00","000","160F J 01000 000","BRIARWOOD ESTATES","10","Commercial","11/6/2024"
"ARMM ASSETS 2 LLC","DONNA DRIVE  247","163E","G","012.00","000","163E G 01200 000","WALTON PARK","12","Commercial","11/6/2024"
"ARMM ASSETS 2 LLC","LA VIEW ROAD  116","164D","C","019.00","000","164D C 01900 000","WATER VIEW SEC 13","32","Commercial","11/6/2024"
"ARNETT MATTHEW","31W HWY  2228","097","","036.02","000","097    03602 000","WOODS HEIGHTS","3","Commercial","7/23/2021"
"ARTHA PROPERTIES LLC","NORTH BROADWAY  500","033A","A","035.00","000","033A A 03500 000","","","Commercial","12/12/2023"
"ARTHA PROPERTIES LLC","NORTH BROADWAY  507","033A","B","002.00","000","033A B 00200 000","FREEDLE","IST","Commercial","11/12/2023"
"ARTHA PROPERTIES LLC","NORTH BROADWAY  503","033A","B","003.00","000","033A B 00300 000","FREEDLE","IST","Commercial","12/12/2023"
"ARTHA PROPERTIES LLC","VICTOR REITER PARK WAY  210","033A","B","032.00","000","033A B 03200 000","FREEDLE","24,PO23","Commercial","12/12/2023"
"ARTHA PROPERTIES LLC","VICTOR REITER PARK WAY  218","033A","B","036.00","000","033A B 03600 000","FREEDLE","IST","Commercial","6/29/2023"
"ARVIZU MELODY SERRANO ANIBAL","HEATHER LANE PVT  1","052","","071.00","000","052    07100 000","","","Commercial","8/22/2019"
"ARVM 5 LLC","GREEN MEADOW DRIVE  115","104J","A","009.00","000","104J A 00900 000","GREEN MEADOW","8","Commercial","3/26/2026"
"ARVM 5 LLC","SCHELL STREET WEST  309","126F","F","013.00","000","126F F 01300 000","WEST SCHELL ADD","9-10","Commercial","3/26/2026"
"ARVM 5 LLC","DANIEL SMITH DRIVE  115","164B","F","006.00","000","164B F 00600 000","CHEROKEE WOODS ANNEX 3 PT 1","111","Commercial","3/26/2026"
"ASCEND FEDERAL CREDIT UNION","PARRISH PLACE  303","159J","A","022.04","000","159J A 02204 000","INDIAN LAKE MARKET PH 3","S","Commercial","1/23/2015"
"ASCEND RENTALS LLC","BUCKINGHAM BOULEVARD  399","114K","D","014.00","000","114K D 01400 000","CAMBRIDGE FARMS PH 2","121","Commercial","1/5/2022"
"ASCEND RENTALS LLC","BROWNS LANE  800","136F","F","001.00","003","136F F 00100C003","VILLAGES OF PLANTATION","A3","Commercial","2/14/2022"
"ASCEND RENTALS LLC","LAMOND DRIVE PVT  3112","147A","C","038.00","000","147A C 03800 000","FOXLAND CROSSING","97","Commercial","2/14/2022"
"ASCEND RENTALS LLC","PERCIVAL DRIVE  5039","147A","C","048.00","000","147A C 04800 000","FOXLAND CROSSING","68","Commercial","2/13/2024"
"ASCEND RENTALS LLC","HEPPLEWHITE DRIVE  110","159H","E","006.00","000","159H E 00600 000","COLONIAL ACRES SEC 1","72","Commercial","2/14/2022"
"ASCEND RENTALS LLC","MAPLE WAY NORTH  123","159N","C","015.00","000","159N C 01500 000","MAPLES SEC. II","15","Commercial","1/5/2022"
"ASCEND RENTALS LLC","DEER POINT COURT  208","159N","I","003.00","009","159N I 00300C009","DEER POINT RESUB BLDS 2-10","A","Commercial","1/5/2022"
"ASCEND RENTALS LLC","CHERRY HILL DRIVE  129","159N","J","013.00","008","159N J 01300C008","MAPLES SEC 4 PT 2-UN","3A","Commercial","5/1/2024"
"ASCEND RENTALS LLC","ANCHOR DRIVE  122","163C","D","014.00","000","163C D 01400 000","GLENHAVEN","27","Commercial","2/14/2022"
"ASHAYERI BABAK K ETUX GALLATIN PRINTING CO C/O","HICKORY AVENUE SOUTH  115","126C","H","014.00","000","126C H 01400 000","","","Commercial","8/2/1999"
"ASHTON GARY A TR GARY A ASHTON RT","MEADOWVIEW DRIVE  1159","135D","E","016.00","000","135D E 01600 000","SPRINGBROOK SEC 2 RES 55-56,81-82","57","Commercial","6/15/2020"
"ASHTON GARY A TR GARY A ASHTON RT","MEADOWVIEW DRIVE  1163","135D","E","017.00","000","135D E 01700 000","SPRINGBROOK SEC 2 RES 55-56,81-82","58","Commercial","6/15/2020"
"ASHTON MARTIN L","MEADOWVIEW DRIVE  1148","135D","E","012.00","000","135D E 01200 000","SPRINGBROOK SEC 2 REV","78","Commercial","2/27/2004"
"ASHTON MARTIN LEIGH","MEADOWVIEW DRIVE  1152","135D","E","011.00","000","135D E 01100 000","SPRINGBROOK SEC 2 REV","77","Commercial","1/24/2019"
"ASONFAC HOLDINGS LLC","EVERGREEN CIRCLE  148","160K","A","011.00","000","160K A 01100 000","CEDARBROOK TERRACE S","34","Commercial","10/12/2021"
"ASONFAC HOLDINGS LLC","GATONE DRIVE  131","169P","B","003.00","000","169P B 00300 000","LAKESIDE PARK SEC 6","313","Commercial","8/29/2022"
"ASSOCIATED RETAILER GROUP PTR","WEST MAIN STREET  260","160M","B","020.00","000","160M B 02000 000","","","Commercial","10/27/2020"
"ASSOCIATED RETAILER GROUP PTR BENJAMIN COMAN ETUX VIOLICA BENJAMIN","SANDERS FERRY ROAD  131","164A","A","033.00","000","164A A 03300 000","EDGEWATER APARTMENTS","5-6","Commercial","5/31/2017"
"ASSURED STORAGE OF GOODLETTSVILLE LLC","LOUISVILLE HWY  1124","140","","012.00","000","140    01200 000","GREYSTONE CAMPGROUND","1","Commercial","3/7/2022"
"ASTA ROY ASTA LISA ETUX","BUSINESS PARK CIRCLE  3050","143J","F","007.00","006","143J F 00700C006","NORTHCREEK BUSINESS PARK SEC 14 RES 11B","11B","Commercial","3/30/2016"
"ATG PROPERTIES LLC","NASHVILLE PIKE  1710","136","","046.06","000","136    04606 000","","4","Commercial","12/22/2016"
"ATKINSON HUGH J ETUX KATHY","INDIAN LAKE BLVD  131","159J","A","030.00","002","159J A 03000C002","ABGK CONDOMINIUMS","LIST","Commercial","8/13/1999"
"AUGUSTUS PAUL E SR AUGUSTUS CYNTHIA ETUX","COLLEGE STREET  821","034","","056.04","000","034    05604 000","ENGLAND ESTATES","8","Commercial","2/11/2015"
"AUSBROOKS BOBBY","NORTH BROADWAY  455","033A","B","007.00","000","033A B 00700 000","FREEDLE","1","Commercial","3/14/2003"
"AUSBROOKS BRENT","THREE BROTHERS WAY  304","033K","C","001.00","000","033K C 00100 000","DEER RUN SEC 1","1","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  308","033K","C","002.00","000","033K C 00200 000","DEER RUN SEC 1","2","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  312","033K","C","003.00","000","033K C 00300 000","DEER RUN SEC 1","3","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  316","033K","C","004.00","000","033K C 00400 000","DEER RUN SEC 1","4","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  320","033K","C","005.00","000","033K C 00500 000","DEER RUN SEC 1","5","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  324","033K","C","006.00","000","033K C 00600 000","DEER RUN SEC 1","6","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  328","033K","C","007.00","000","033K C 00700 000","DEER RUN SEC 1","7","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  327","033K","C","008.00","000","033K C 00800 000","DEER RUN SEC 1","27","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  323","033K","C","009.00","000","033K C 00900 000","DEER RUN SEC 1","26","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  319","033K","C","010.00","000","033K C 01000 000","DEER RUN SEC 1","25","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  313","033K","C","011.00","000","033K C 01100 000","DEER RUN SEC 1","24","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  400","033K","C","012.00","000","033K C 01200 000","DEER RUN SEC 1","23","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  396","033K","C","013.00","000","033K C 01300 000","DEER RUN SEC 2&3","22","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  392","033K","C","014.00","000","033K C 01400 000","DEER RUN SEC 2&3","21","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  376","033K","C","016.00","000","033K C 01600 000","DEER RUN SEC 2&3","19","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  372","033K","C","017.00","000","033K C 01700 000","DEER RUN SEC 2&3","18","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  375","033K","C","032.00","000","033K C 03200 000","DEER RUN SEC 2&3","32","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  379","033K","C","033.00","000","033K C 03300 000","DEER RUN SEC 2&3","33","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  383","033K","C","034.00","000","033K C 03400 000","DEER RUN SEC 2&3","34","Commercial","9/14/2016"
"AUSBROOKS BRENT","THREE BROTHERS WAY  395","033K","C","035.00","000","033K C 03500 000","DEER RUN SEC 2&3","35","Commercial","9/14/2016"
"AUSBROOKS DENVER DALE III ETUX STEPHANIE","DOBBINS PIKE  147","113","","031.00","001","113    03100 001","","","Commercial","9/21/2023"
"AUSTIN CARY M & WENDOLYN A YOUNG TRS CARY & WENDY AUSTIN REV LIVING TRUST","INDIAN LAKE BLVD  165","159J","A","021.16","112","159J A 02116C112","INDIAN LAKE OFFICES","112","Commercial","10/31/2025"
"AUTOMOTIVE HOLDINGS LLC","NASHVILLE PIKE  1025","126P","D","001.00","000","126P D 00100 000","SHANE INVESTMENT PRO","1-1","Commercial","8/20/2008"
"AUTOZONE DEVELOPMENT LLC","EAST MAIN STREET  531","159E","A","036.00","000","159E A 03600 000","BLUEGRASS LANDING RESUB LT 1","38","Commercial","11/6/2024"
"AUTOZONE TEXAS LP #173","BROADWAY EAST  110","113N","G","005.00","000","113N G 00500 000","AUTO ZONE INC","","Commercial","2/6/2001"
"AUTUMN RIDGE MANOR LLC","INDEPENDENCE WAY  115","126D","D","015.00","000","126D D 01500 000","JENNINGS PARK RESUB","2B","Commercial","2/20/2024"
"AUTUMNWOOD HILLS LLC","OLD WESTMORELAND ROAD  123","033G","G","009.01","000","033G G 00901 000","","","Commercial","2/28/2025"
"AUTUMNWOOD HILLS LLC","FIRESIDE DRIVE  102","034","","047.07","000","034    04707 000","WILLIAM HUNTER PROP","1","Commercial","11/8/2024"
"AVONDALE DEVELOPMENT COMPANY","BLUEGRASS COMMONS BLVD  105","158A","B","010.00","000","158A B 01000 000","BLUEGRASS COMMONS RESUB 1,8,10","10","Commercial","10/22/2014"
"AVONDALE HOLDINGS LLC","SHUTE LANE  336","146","","077.00","000","146    07700 000","HARRIS & WALLACE","3","Commercial","2/25/2021"
"AVONDALE HOLDINGS LLC","SHUTE LANE  338","146","","079.00","000","146    07900 000","HARRIS & WALLACE","4","Commercial","2/25/2021"
"AYALA JUAN","109N HWY  1069","113","","008.00","000","113    00800 000","","","Commercial","9/11/2013"
"AZER-FAHIM GINA ETUX MARK MOODEY FAHIM","WALNUT CREST DRIVE","113P","G","034.00","000","113P G 03400 000","CREEKVIEW SEC. 1","0058","Commercial","12/22/2023"
"AZER-FAHIM GINA ETVIR MARK MOODEY FAHIM","CREEKSIDE COURT","113P","G","032.00","000","113P G 03200 000","CREEKVIEW SEC. 1","60","Commercial","12/22/2023"
"AZER-FAHIM GINA ETVIR MARK MOODEY FAHIM","WALNUT CREST DRIVE","113P","G","033.00","000","113P G 03300 000","CREEKVIEW SEC. 1","59","Commercial","12/22/2023"
"B & B FIREWORKS LLC","LOUISVILLE HWY  860","142","","010.00","000","142    01000 000","","3","Commercial","8/11/2025"
"B & K ASSOCIATES LLC","GALLATIN ROAD  1183","161L","A","007.00","000","161L A 00700 000","GALCO & MAPCO","1","Commercial","5/2/2024"
"B & K ASSOCIATES LLC","WEST MAIN STREET  1181","161L","A","009.00","000","161L A 00900 000","GALCO & MAPCO","3-4","Commercial","5/2/2024"
"B & K ASSOCIATES LLC","WEST MAIN STREET  1169","161L","A","011.00","000","161L A 01100 000","GALCO & MAPCO","1-2","Commercial","5/2/2024"
"B & N CONSTRUCTION LLC","SCOTCH STREET  126","145O","A","020.00","000","145O A 02000 000","COLONIAL ACRES SEC.","0357","Commercial","6/16/2017"
"B & N CONSTRUCTION LLC","CLINE AVENUE  106","159I","A","012.00","000","159I A 01200 000","OAKVALE SEC 1","33","Commercial","3/3/2015"
"B & N CONSTRUCTION LLC","COLE DRIVE  121","159I","A","023.00","000","159I A 02300 000","OAKVALE SEC 2","44","Commercial","3/3/2015"
"B & N CONSTRUCTION LLC","CRESTMONT DRIVE  115","160K","F","034.00","000","160K F 03400 000","CEDARBROOK TERRACE S","0075","Commercial","3/3/2015"
"B & N CONSTRUCTION LLC","GATES DRIVE  117","170E","C","022.00","000","170E C 02200 000","LAKESIDE PARK SEC 1","25","Commercial","4/24/2015"
"B&N CONSTRUCTION LLC","CHIROC ROAD  108","159O","A","011.00","000","159O A 01100 000","MAPLE ROW EST SEC 3","63","Commercial","5/9/2025"
"B&T LLC","WATER AVENUE NORTH  373","113N","B","016.00","000","113N B 01600 000","","","Commercial","10/9/2020"
"B&T LLC","BROADWAY EAST  180","113N","B","021.00","001","113N B 02100 001","","","Commercial","10/9/2020"
"BABER WILLIAM E","WATER AVENUE SOUTH  301","126C","P","001.00","000","126C P 00100 000","","","Commercial","9/4/1998"
"BADGER INVESTMENTS LLC","INDIAN LAKE BLVD  209","159J","A","045.00","000","159J A 04500 000","INDIAN LAKE SEC 12 LTS 17-18, 23-25","17","Commercial","12/27/2024"
"BAEK NAK DONG TR ETUX BAEK YONG AE TR","WEST MAIN STREET  707","163C","A","031.00","000","163C A 03100 000","FOREST RETREAT","LIST","Commercial","7/16/2015"
"BAF 3 LLC","JASON COURT  101","135B","A","002.00","000","135B A 00200 000","GREEN WAVE PARK SEC 3","50","Commercial","8/23/2022"
"BAF 3 LLC","WOODVALE DRIVE  1263","135E","B","015.00","000","135E B 01500 000","WOODVALE ESTATES SEC 3","85","Commercial","12/13/2022"
"BAF 3 LLC","COLE COURT  110","159I","B","025.00","000","159I B 02500 000","OAKVALE SEC 3C","194","Commercial","10/14/2022"
"BAF 3 LLC","BREAKWATER DRIVE  189","164D","D","006.00","000","164D D 00600 000","BREAKWATER SEC 1","6","Commercial","9/19/2022"
"BAF ASSETS 3 LLC","TOWNSHIP DRIVE  254","160F","K","010.00","000","160F K 01000 000","HILLWOOD 4-C PT. II","112","Commercial","5/18/2021"
"BAF ASSETS 4 LLC","HUNTINGTON DRIVE  359","114K","B","023.00","000","114K B 02300 000","CAMBRIDGE FARMS PH 2","151","Commercial","2/8/2022"
"BAF ASSETS 4 LLC","WILLIAMSON ROAD  1465","120","","005.12","000","120    00512 000","CHARLES W HORNER","1A","Commercial","2/8/2022"
"BAF ASSETS 4 LLC","CARTWRIGHT PARK WAY  142","141D","E","029.00","000","141D E 02900 000","CIMMARON TRACE SEC 3","152","Commercial","2/8/2022"
"BAF ASSETS 5 LLC","GOODMAN DRIVE  556","114N","M","019.00","000","114N M 01900 000","","88","Commercial","8/4/2022"
"BAF ASSETS 5 LLC","PENINSULA DRIVE  1040","135A","B","030.00","000","135A B 03000 000","BEL-AIR S/D-SEC 7","P/O 4","Commercial","8/4/2022"
"BAF ASSETS 5 LLC","ANNAPOLIS BEND CIRCLE  146","137J","C","034.00","000","137J C 03400 000","SAUNDERSVILLE STATION PH 5 SEC 8","341","Commercial","8/4/2022"
"BAF ASSETS 6 LLC","HILLSIDE LANE  528","112N","B","022.00","000","112N B 02200 000","ROLLING ACRES","38","Commercial","3/8/2023"
"BAF ASSETS 6 LLC","BOTHWELL PLACE  1191","135F","C","041.00","000","135F C 04100 000","CLEAR LAKE MEADOWS SEC 5 PH 1","263","Commercial","3/8/2023"
"BAF ASSETS 6 LLC","KISER AVENUE  1020","145H","B","028.00","000","145H B 02800 000","LAWSON POINTE SEC 2","106","Commercial","3/8/2023"
"BAF ASSETS 6 LLC","DOUGLAS BEND ROAD  1202","157H","B","027.00","000","157H B 02700 000","BROOKHAVEN ACRES","14","Commercial","3/8/2023"
"BAF ASSETS 6 LLC","EVERGREEN CIRCLE  197","160F","A","003.00","000","160F A 00300 000","BRIARCLIFF ESTATE SEC 1","28","Commercial","3/8/2023"
"BAGGETT GERRY","DARBY ROAD  7615","118","","004.07","000","118    00407 000","J A DARBY PROPERTY","4","Commercial","12/6/1989"
"BAGGETT GERRY JOHN","WILLIAMS STREET 107A-F  0","033J","D","024.00","000","033J D 02400 000","JOSHUA RUSSELL SUB R","2-2B","Commercial","9/18/2008"
"BAGGETT JASON D BAGGETT ELIZABETH ETUX","JACKSON RD  305","033I","D","009.00","000","033I D 00900 000","","","Commercial","10/10/2019"
"BAGGETT JASON D BAGGETT ELIZABETH ETUX","JACKSON RD  303","033I","D","010.00","000","033I D 01000 000","","","Commercial","10/11/2019"
"BAHORA ALTAF SHABBIR TR ALTAF SHABBIR BAHORA LIVING TRUST","INDIAN LAKE BLVD  280","145","","078.02","000","145    07802 000","INDIAN LAKE VILLAGE-","11-11","Commercial","3/28/2022"
"BAIRD CHARLES R ETUX SARAH C","ANDERSON ROAD  1600","138","","021.00","001","138    02100 001","","","Commercial",""
"BAKER HUBERT L ETAL MAPCO EXPRESS INC #3068 C/O","WEST MAIN STREET  1187","161L","A","006.00","000","161L A 00600 000","GALCO & MAPCO","1","Commercial","1/29/1998"
"BAKERS CROSSING II LLC","TULIP POPLAR DRIVE  1468","125M","A","001.07","000","125M A 00107 000","BAKERS CROSSING RESU","2","Commercial","8/21/2019"
"BAKERS CROSSING III LLC","TULIP POPLAR DRIVE  1468","125M","A","001.09","000","125M A 00109 000","BAKERS CROSSING RESU","4","Commercial","8/21/2019"
"BAKERS CROSSING IV LLC","LIFFORD LN  202","125M","A","001.08","000","125M A 00108 000","BAKERS CROSSING RESU","5","Commercial","11/20/2019"
"BAKERS CROSSING LLC","TULIP POPLAR DRIVE  1460","125M","A","001.05","000","125M A 00105 000","BAKERS CROSSING RESU","1","Commercial","10/18/2021"
"BAMB RESIDENTIAL TENNESSEE LLC","COLLEGE STREET  522","034D","B","007.01","000","034D B 00701 000","","","Commercial","11/21/2023"
"BANDY DAVID BANDY DERRICK","BARTON DRIVE  126","113M","A","016.01","000","113M A 01601 000","OLDHAM TRACE","2","Commercial","7/17/2020"
"BANDY DAVID BANDY DERRICK","COLLEGE STREET  149","126C","E","005.00","000","126C E 00500 000","","","Commercial","7/17/2020"
"BANDY DAVID BANDY DERRICK","COLLEGE STREET  145","126C","E","006.00","000","126C E 00600 000","","","Commercial","7/28/2020"
"BANDY DAVID BANDY DERRICK","CENTRAL DRIVE","126M","B","002.02","000","126M B 00202 000","CARTER S/D","29-35","Commercial","7/17/2020"
"BANDY DAVID BANDY DERRICK","CENTRAL DRIVE","126M","B","031.00","000","126M B 03100 000","CARTER S/D","5-16","Commercial","7/17/2020"
"BANDY L W ETUX ROBBIE J","REED ST  303","033A","C","015.00","000","033A C 01500 000","R. D. MOORE","01-3","Commercial","5/8/1986"
"BANDY LIERA L","BRUSH HILL COURT  113","135L","E","019.00","000","135L E 01900 000","BRUSH HILL","19","Commercial","6/14/2011"
"BANDY ROBBIE J ETVIR WAYNE","NORTH BROADWAY  420","033A","A","025.00","000","033A A 02500 000","","","Commercial","8/21/2003"
"BANDY SIDNEY D ETUX ANGELA P","TRAIL DRIVE  101","126B","G","017.00","000","126B G 01700 000","INDIAN HILLS S/D","0002","Commercial","8/26/2008"
"BANDY TIMMY","NORTH BROADWAY  310","033A","A","017.00","000","033A A 01700 000","","","Commercial","1/14/2009"
"BANDY TIMMY WAYNE","REED STREET  303","033A","C","014.00","000","033A C 01400 000","R. D. MOORE","04-7","Commercial","9/18/1986"
"BANDY TIMOTHY WAYNE","W MARKET ST  525","034E","C","003.00","000","034E C 00300 000","JERNIGAN & HARRIS SU","1A-1","Commercial","8/21/2013"
"BANDY WAYNE","NORTH BROADWAY  402","033A","A","020.01","000","033A A 02001 000","","","Commercial","8/14/2008"
"BANDY WAYNE","NORTH BROADWAY  413","033A","B","016.00","000","033A B 01600 000","","","Commercial","5/28/2004"
"BANDY WAYNE","NORTH BROADWAY  409","033A","B","017.00","000","033A B 01700 000","","","Commercial","1/12/1996"
"BANDY WAYNE","SOUTH BROADWAY  629","033P","A","006.00","000","033P A 00600 000","","","Commercial","1/31/2011"
"BANDY WAYNE","FRANKLIN CIRCLE  100","072","","067.00","000","072    06700 000","PIPER PROP SUB","1-1","Commercial","2/19/2003"
"BANDY WAYNE","FRANKLIN CIRCLE  100","072","","067.01","000","072    06701 000","PIPER PROP SUB","2-2","Commercial","2/19/2003"
"BANDY WAYNE","SCOTTY PARKER ROAD  2659","072","","068.02","000","072    06802 000","","","Commercial","5/6/1994"
"BANDY WAYNE","SCOTTY PARKER ROAD  2651","080","","010.03","000","080    01003 000","OVERLOOK VALLEY SUB","1","Commercial","6/8/1978"
"BANDY WAYNE","SCOTTY PARKER ROAD  2500","080","","013.01","000","080    01301 000","","","Commercial","1/7/2005"
"BANDY WAYNE JIMMY BANDY C/O","SCOTTY PARKER ROAD  2653","080","","010.02","000","080    01002 000","","","Commercial","6/8/1978"
"BANDY WAYNE T","NORTH BROADWAY  426","033A","A","026.01","000","033A A 02601 000","","","Commercial","8/15/1984"
"BANK OF AMERICA NA C/O CORP REAL EST ASSESSMENT","NASHVILLE PIKE  1143","126P","G","015.00","000","126P G 01500 000","BEL-AIR SEC 5 RESUB-","1-LIST","Commercial","7/15/2003"
"BANK OF AMERICA NA C/O CORP REAL EST ASST","EAST MAIN STREET  345","159K","A","021.06","000","159K A 02106 000","NATIONS BANK SITE","1","Commercial","12/13/1990"
"BANK OF AMERICA NA C/O CORP REAL EST ASST","WEST MAIN STREET  451","163C","F","001.00","000","163C F 00100 000","IMPERIAL SQUARE SEC 1","1","Commercial","1/26/2026"
"BANK TENNESSEE","MAIN STREET EAST  535","113M","E","013.00","000","113M E 01300 000","","","Commercial","3/30/2023"
"BANK TENNESSEE","HARTSVILLE PIKE  544","113M","E","017.00","000","113M E 01700 000","SUMNER REGIONAL HEALTH SYSTEM","1","Commercial","3/30/2023"
"BANKS ALAN","LONG HOLLOW PIKE  511","143J","C","010.00","000","143J C 01000 000","W E PAGE FARM","","Commercial","8/3/2005"
"BANKS DEAN E","31W HWY  2928","077P","A","003.00","001","077P A 00300 001","","","Commercial","1/4/2019"
"BANNER AT WESTFIELD LP","BANNER DRIVE  1000","137","","064.01","000","137    06401 000","BANNER AT WESTFIELD","","Commercial","7/20/2022"
"BARAHONA NORMA ORELLANA & SANCHEZ MOISES","BROWN PLACE  277","126C","E","026.00","000","126C E 02600 000","JACOBS RESUB OF PARD","2","Commercial","8/13/2013"
"BARBOUR EARL SCOTTY BARBOUR","CHURCH STREET  360","126B","D","002.00","000","126B D 00200 000","","","Commercial","10/26/2010"
